Organization Name,Organization Name URL,Full Description,Website,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Founded Date Precision,Number of Employees,Monthly Visits,Headquarters Regions,Postal Code,Diversity Spotlight,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Actively Hiring,Number of Sub-Orgs,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Contact Job Departments,Number of Contacts,Number of Private Contacts,Average Visits (6 months),Monthly Visits Growth,Estimated Revenue Range,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Number of Alumni,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors
Phoenix,https://www.crunchbase.com/organization/phoenix-2459,"Phoenix specializes in the assembly and packaging of single-use medical devices offering comprehensive services that embrace the design and moulding of custom-made components, along with packaging and ultrasonic cleaning.",https://phoenixbiomed.it,"Manufacturing, Medical Device, Packaging Services","Modena, Emilia-Romagna, Italy",Phoenix is a developer and manufacturer of medical devices.,"1,772,449",1998-01-01,year,,24,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2025-01-21,day,,,For Profit,,,,info@phoenixbiomed.it,+39 0535 20085,,,,,,,,,,,,,,,,"Administrative Services, Health Care, Manufacturing",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippe Model,https://www.crunchbase.com/organization/philippe-model,Philippe Model represents a successful mix between French allure and Italian creativity.,http://www.philippemodel.com/en/,"Apparel, Retail","Vigonovo, Veneto, Italy",Philippe Model represents a successful mix between French allure and Italian creativity.,"813,475",2008-01-01,year,,"40,387","European Union (EU), Europe, Middle East, and Africa (EMEA)",30030,,Active,2016-07-08,day,,,For Profit,,https://www.facebook.com/philippemodelparis,https://www.linkedin.com/company/philippe-model-paris,info1@philippemodel.com,+39 049 2956308,,,,,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping",1,Paolo Gambato,,M&A,,,,,,,,,,55.18%,,,,,,,,,,,,,,,,,,,,
Pharmaprogress,https://www.crunchbase.com/organization/pharmaprogress,Pharmaprogress operates as a pharmaceutical company.,http://www.pharmaprogress.com/,Pharmaceutical,"Camerata Picena, Marche, Italy",Pharmaprogress operates as a pharmaceutical company.,"2,057,376",1999-01-01,year,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",60020,,Active,2016-11-17,day,,,For Profit,,https://www.facebook.com/profile.php?id=100064033364655&locale=ta_IN,https://www.linkedin.com/company/pharmaprogress,,,,,,,,,,,,,,,,,,Health Care,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pharma D&S,https://www.crunchbase.com/organization/pharma-d-s,,https://www.pharmades.it,"Biotechnology, Clinical Trials, Health Care, Life Science, Pharmaceutical","Florence, Toscana, Italy","Pharma D&S focuses on the life science sector with pharmaceutical, clinical research, and regulatory documentation services.","507,564",2001-01-01,year,101-250,"49,900","European Union (EU), Europe, Middle East, and Africa (EMEA)",50018,,Active,2023-06-07,day,,,For Profit,https://twitter.com/pharmapharmades,https://www.facebook.com/Pharmades-445144072168344/,https://www.linkedin.com/company/pharma-d&s/,ddolfi@pharmades.it,+39 055 722 2417,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",,,,M&A,,,,,,,1,,,81.13%,,,,,,,,,,,,,,,,,,,,
PH&T,https://www.crunchbase.com/organization/ph-t,"PH&T is a pharmaceutical company involved in the research, development and manufacturing of generic drugs.",http://www.phtpharma.com/,"Biotechnology, Manufacturing, Pharmaceutical","Milan, Lombardia, Italy","PH&T is a pharmaceutical company involved in the research, development and manufacturing of generic drugs.","1,028,621",1991-01-01,year,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20146,,Active,2015-01-13,day,,,For Profit,,,https://www.linkedin.com/company/2298027,,+39024385041,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Manufacturing, Science and Engineering",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfizer - Plant in Latina,https://www.crunchbase.com/organization/pfizer-plant-in-latina," Plant in Latina of Pfizer Inc. comprises a pharmaceutical production factory located in Latina, Italy.",,"Biotechnology, Health Care, Pharmaceutical","Latina, Lazio, Italy"," Plant in Latina of Pfizer Inc. comprises a pharmaceutical production factory located in Latina, Italy.","1,376,110",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2009-01-09,day,,,For Profit,,,,,,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETRONAS Lubricants Italy,https://www.crunchbase.com/organization/petronas-lubricants-italy,PETRONAS Lubricants Italy was the largest independent blender and distributor of automotive lubricants in Europe and South America.,,"Machinery Manufacturing, Oil and Gas","Villastellone, Piemonte, Italy",PETRONAS Lubricants Italy was the largest independent blender and distributor of automotive lubricants in Europe and South America.,"3,290,073",1929-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",TO 10029,,Active,2007-12-03,day,,,For Profit,,,,,+39 01 196131,,,,,,,,,,,,,,,,"Energy, Manufacturing, Natural Resources",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perucchini,https://www.crunchbase.com/organization/perucchini,,http://www.perucchini.com/eng/shellmuoulding.html,Manufacturing,"Omegna, Lombardia, Italy",A leading company in the production of complex components in cast iron and steel through the technology of shell molding.,"3,201,899",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",28887,,Active,2021-05-21,day,,,For Profit,,,https://www.linkedin.com/company/perucchini-spa,,,,,,,,,,,,,,,,,,Manufacturing,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Permatech,https://www.crunchbase.com/organization/permatech-c576,"Permatech is an energy services firm that provides consultation, maintenance, and services for renewable energy systems and energy efficiency in the civil, industrial, tertiary, and public sectors. The organization employs competent specialists with decades of experience earned in major Italian industrial companies.",https://www.permatech.it,"Manufacturing, Renewable Energy, Semiconductor","Resana, Veneto, Italy","Permatech is an energy services firm that provides consultation, maintenance, and services for renewable energy systems.","1,082,424",2008-01-01,year,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2024-11-27,day,,,For Profit,,https://www.facebook.com/people/Permatech,https://www.linkedin.com/company/permatech-energy,info@permatech.it,+39 0423 716734,,,,,,,,,,,,,,,,"Energy, Hardware, Manufacturing, Science and Engineering, Sustainability",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Permasteelisa S.p.A.,https://www.crunchbase.com/organization/permasteelisa-s-p-a,Permasteelisa S.p.A. is a company that specializes in designing and building architectural envelopes interiors and complex forms.,http://www.permasteelisagroup.com,Civil Engineering,"Treviso, Veneto, Italy",Permasteelisa S.p.A. is a company that specializes in designing and building architectural envelopes interiors and complex forms.,"748,917",1973-01-01,year,10001+,"10,602","European Union (EU), Europe, Middle East, and Africa (EMEA)",Treviso,,Active,2020-05-01,day,,,For Profit,,https://www.facebook.com/permasteelisagroup,https://www.linkedin.com/company/84084,info@josef-gartner.de,39 04 38 50 50 00,1,,,,,,,,,,,,,,,Science and Engineering,,,,M&A,,,,,,"Engineering, Finance, Human Resources, Information Technology, Legal, Management, Marketing, Operations, Pro Services, Product, Sales",641,,,-71.12%,$500M to $1B,,,,,,,,,,,,,,,,,,,
Performedia,https://www.crunchbase.com/organization/performedia,"Performedia is provides digital advertising services. Its services include keyword advertisement, search engine optimization, and contextual text link advertisement services for traffic building; data analysis; strategic consultancy; multichannel planning; display advertisements, and mobile and performance advertisements, as well as real time bidding for online advertising market auction; platform marketing; digital strategies; and social media marketing services, including network monitoring and online public relations. The company also provides consulting services in the fields of display advertisements, unconventional, traffic building, and graphics and programming, as well as development of creativity, landing pages, mini sites, and applications.",http://www.performedia.it,"Advertising, Marketing","Milan, Lombardia, Italy",Performedia is provides digital advertising services.,"2,574,214",2006-01-01,year,11-50,92,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20143,,Active,2014-09-08,day,,,For Profit,,,https://www.linkedin.com/company/gruppo-digitouch,,+39 02 499881,1,,,,,,,,,,,,,,,"Advertising, Sales and Marketing",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perfect Food,https://www.crunchbase.com/organization/perfect-food-6663,Perfect Food Consulting is in sustainability consulting within the agri-food sector in Europe.,https://perfect-food.eu/en/about-us/,"Consulting, Food and Beverage","Torino, Piemonte, Italy",Perfect Food Consulting is in sustainability consulting within the agri-food sector in Europe.,"2,303,504",2021-01-01,year,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",10143,,Active,2022-05-05,day,,,For Profit,,,https://www.linkedin.com/company/perfectfoodconsulting/,,,,,,,,,,,,,,,,,,"Food and Beverage, Professional Services",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pen-Tec,https://www.crunchbase.com/organization/pen-tec,,https://www.pen-tec.it/en/,"Food and Beverage, Machinery Manufacturing, Manufacturing, Quality Assurance","Collecchio, Emilia-Romagna, Italy","Pen-Tec is a designer and manufacturer of checkweighers, X-ray inspection machines and other inspection instruments for food industries.","1,948,904",2001-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",43044,,Closed,2021-03-04,day,2021-03-04,day,For Profit,,,,marketing@pen-tec.it,39 0521 303412,,,,,,,,,,,,,,,,"Food and Beverage, Manufacturing, Professional Services",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelletteria Frassineti,https://www.crunchbase.com/organization/pelletteria-frassineti,,https://www.lafrassineti.it,"Fashion, Manufacturing, Product Design","Florence, Toscana, Italy","Pelletteria Frassineti is a manufacturer of leather bags, belts, wallets, and accessories.","851,723",1964-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",50068,,Active,2023-05-08,day,,,For Profit,,,https://www.linkedin.com/company/pelletteria-frassineti-srl,info@frassineti.it,+39 055 8397385,,,,,,,,,,,,,,,,"Clothing and Apparel, Design, Manufacturing",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedemonte Group,https://www.crunchbase.com/organization/pedemonte-group,,https://www.pedemontegroup.com/en/pedemonte-group/,"Fashion, Jewelry, Manufacturing, Product Design","Alessandria, Piemonte, Italy",Pedemonte is a jewelry manufacturer.,"1,137,772",2020-01-01,month,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",15122,,Closed,2022-11-28,day,2022-11-25,day,For Profit,,,https://www.linkedin.com/company/pedemonte-group,pedemonte@pedemontegroup.com,,,,,,,,,,,,,,,,,"Clothing and Apparel, Consumer Goods, Design, Manufacturing",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PED,https://www.crunchbase.com/organization/pane-design,"A development software company based in with focus on Virtual Reality, Artificial Intelligence and Cybersercurity.",https://www.ped.company/en,"Artificial Intelligence (AI), Internet, Software","Milan, Lombardia, Italy","A development software company based in with focus on Virtual Reality, Artificial Intelligence and Cybersercurity.","681,623",2012-06-22,day,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20141,,Active,2018-10-11,day,,,For Profit,http://twitter.com/PaneDesign,http://www.facebook.com/paneedesign,http://www.linkedin.com/company/pane&design,hello@ped.company,,13,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",1,Domenico Gravagno,,M&A,,,,,,,,,,,Less than $1M,,,,,,,,,,,,,,,,,,,
Pectine Italia,https://www.crunchbase.com/organization/pectine-italia,"Pectine Italia is a manufacturer of pectin for the food ingredients market. Pectine Italia produces pectin, a well known stabilizer and thickening agent used widely in many foods and derived predominately from lemon peels.",http://www.pectineitalia.com/,"Food and Beverage, Manufacturing","Milan, Lombardia, Italy",Pectine Italia is a manufacturer of pectin for the food ingredients market.,"2,526,536",1994-01-01,year,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20137,,Active,2012-08-01,day,,,For Profit,,,,,+390909384410,,,,,,,,,,,,,,,,"Food and Beverage, Manufacturing",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearson Italia,https://www.crunchbase.com/organization/pearson-italia,"Pearson provides K12 learning materials.It provides better quality learning materials to schools,teachers and students  in Italian market.",https://it.pearson.com,"E-Learning, EdTech, Education","Turin, Piemonte, Italy",Pearson provides K12 learning materials in Italian market.,"542,399",2007-01-01,year,251-500,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2022-06-07,day,,,For Profit,,https://www.facebook.com/pearsonitalia,https://www.linkedin.com/company/pearson-italia,,,1,,,,,,,,,,,,,,,"Education, Software",,,,M&A,,,,,,"Engineering, Human Resources, Information Technology, Legal, Operations",992,,,,$100M to $500M,,,,,,,,,,,,,,,,,,,
PCD Italia,https://www.crunchbase.com/organization/pcd-italia,,,Information Technology,"Milan, Lombardia, Italy",PCD Italia is a value-added technical distributors of enterprise computing systems.,"3,217,319",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,1999-10-20,day,,,For Profit,,,,,,,,,,,,,,,,,,,,,Information Technology,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pazienti,https://www.crunchbase.com/organization/pazienti,"Pazienti.it is an Italian platform that is part of the innovative digital healthcare landscape, with the aim of promoting the dissemination of authoritative medical-scientific information and proposing innovative, tailor-made services for patients and specialists. ",https://www.pazienti.it/,"Health Care, Medical","Milano, Lombardia, Italy",Pazienti.it is an Italian platform that is part of the innovative digital healthcare landscape.,"669,273",2010-01-01,year,,"1,333,950","European Union (EU), Europe, Middle East, and Africa (EMEA)",20131,,Active,2015-06-18,day,,,For Profit,https://twitter.com/pazienti,https://www.facebook.com/Pazienti.it/,https://www.linkedin.com/company/pazienti/,customercare@pazienti.it,+39 02 8341 8890,,,,,,,,,,,,,,,,Health Care,,,,M&A,,,,,,Management,2,,"1,513,880",-3.46%,,,,,,,,,,,,,,,,,,,,
PayClick,https://www.crunchbase.com/organization/payclick,"PayClick, founded in 2008 by Luca Formicola and two business partners, is active in the digital advertising space, and offers its clients performance-based marketing products and solutions under the PayClick trademark thanks to proprietary technologies.",http://www.payclick.it,"Advertising, Email Marketing, Marketing","Pozzuoli, Campania, Italy","PayClick is active in the digital advertising space, and offers its clients performance-based marketing products and solutions","3,280,295",2006-01-01,year,11-50,"7,838","European Union (EU), Europe, Middle East, and Africa (EMEA)",80078,,Active,2016-04-13,day,,,For Profit,https://twitter.com/payclickit,https://www.facebook.com/payclick.it,https://www.linkedin.com/company/clickadv-s.r.l,,,,,,,,,,,,,,,,,,"Advertising, Sales and Marketing",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pavan Group,https://www.crunchbase.com/organization/pavan-group,"Pavan Group is a the privately held company that manufactures machinery for use in the food production industry.The Company provides a full service strategy, from the research and development of new products to the project and design of manufacturing plants, to the final after‐sales training and client services. ",http://pavan.com,Manufacturing,"Galliera Veneta, Veneto, Italy",Pavan Group is a the privately held company that manufactures machinery for use in the food production industry.,"1,185,424",1946-01-01,year,,282,"European Union (EU), Europe, Middle East, and Africa (EMEA)",35015,,Active,2015-03-26,day,,,For Profit,,,https://it.linkedin.com/company/pavan-group,info@pavan.com,+39 049 9423111,,,,,,,,,,,,,,,,Manufacturing,,,,M&A,,,,,,,,,,3830.93%,,,,,,,,,,,,,,,,,,,,
