,Ragione sociale,BvD ID number,Codice fiscale,Numero CCIAA,Partita IVA,Indirizzo sede legale,Provincia,Indirizzo sede legale - Codice postale,Indirizzo sede legale - Regione,Sede operativa,Sede operativa - Provincia,Sede operativa - Codice postale,Sede operativa - Regione - Regione,"ATECO 2007
codice",Anno di costituzione,Fondazione,Stato giuridico,Forma giuridica
5077.,CFIN S.R.L.,IT03840220788,03840220788,CS0260284,03840220788,"VIA LONDRA, 16",Cosenza,87036,Calabria,,,,,642000,29/11/2022,,Attiva,S.R.L.
5078.,FINPA S.R.L.,IT03840210789,03840210789,CS0260282,03840210789,"VIA GUGLIELMO MARCONI, 84",Cosenza,87036,Calabria,,,,,642000,29/11/2022,,Attiva,S.R.L.
5079.,HYDROFIN S.P.A.,IT03916520046,03916520046,CN0323951,03916520046,"VIA MONVISO, 41",Cuneo,12020,Piemonte,VIA MONVISO 41,Cuneo,12020,PIEMONTE,642000,16/12/2020,,Attiva,S.P.A.
5080.,NR ROMA S.R.L.,IT16036151005,16036151005,RM1630232,16036151005,"VIA GIUSEPPE ARIMONDI, 3/A",Roma,00159,Lazio,VIA GIUSEPPE ARIMONDI 3/A,Roma,00159,LAZIO,412000,05/02/2021,,Attiva,S.R.L.
5081.,BLUEBIRD HOLDING S.R.L.,IT12923040963,12923040963,MI2693132,12923040963,"VIA PRINCIPE AMEDEO, 3",Milano,20121,Lombardia,VIA PRINCIPE AMEDEO 3,Milano,20121,LOMBARDIA,701000,20/04/2023,,Attiva,S.R.L.
5082.,Q3G SRL,IT05128650263,05128650263,TV0427265,05128650263,"VLE DELLA REPUBBLICA, 193/M",Treviso,31100,Veneto,VIALE DELLA REPUBBLICA 193/M,Treviso,31100,VENETO,701000,10/12/2020,,Attiva,S.R.L.
5083.,EDERA SOL S.R.L.,IT10416020963,10416020963,MI2529633,10416020963,"VIA BERNINA, 7",Milano,20158,Lombardia,,,,,351100,03/07/2018,,Attiva,S.R.L.
5084.,HIBERNA REGIS S.R.L.,IT06851200482,06851200482,FI0661121,06851200482,"VIA BENEDETTO DA FOIANO, 14",Firenze,50125,Toscana,VIA BENEDETTO DA FOIANO 14,Firenze,50125,TOSCANA,681000,24/07/2018,,Attiva,S.R.L.
5085.,"FIRMATO BIANCONE S.R.L. START-UP COSTITUITA A NORMA DELL'ARTICOLO 4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 2015, N. 3",IT02063180661,02063180661,AQ0141103,02063180661,"VIA CAMPONESCHI, 5",L'Aquila,67100,Abruzzo,,,,,741010,29/05/2019,,Attiva,S.R.L.
5086.,ELAIA S.R.L.,IT12417770968,12417770968,MI2666870,12417770968,"CSO GIACOMO MATTEOTTI, 1",Milano,20121,Lombardia,PIAZZA SANTA MARIA BELTRADE 1,Milano,20123,LOMBARDIA,642000,28/07/2022,,Attiva,S.R.L.
5087.,C.N.HOLDING S.R.L.,IT16780691008,16780691008,RM1675760,16780691008,"VIA DEI DUE PONTI, 217",Roma,00189,Lazio,VIA DEI DUE PONTI 217/A,Roma,00189,LAZIO,642000,29/06/2022,,Attiva,S.R.L.
5088.,NATIONAL BIODIVERSITY FUTURE CENTER SOCIET+ CONSORTILE A RESPONSABILIT+ LIMITATA,IT07058500823,07058500823,PA0434250,07058500823,"PZA MARINA, 61",Palermo,90133,Sicilia,,,,,721100,14/06/2022,,Attiva,Società consortile a responsabilita' limitata
5089.,PMC S.R.L.,IT04936150236,04936150236,VR0457638,04936150236,"VIA STRA', 69",Verona,37030,Veneto,,,,,681000,19/12/2022,,Attiva,S.R.L.
5090.,FS TRENI TURISTICI ITALIANI S.R.L.,IT17182881007,17182881007,RM1701418,17182881007,"PZA DELLA CROCE ROSSA, 1",Roma,00161,Lazio,,,,,491000,15/05/2023,,Attiva,S.R.L.
5091.,FINHOLD - SOCIETA' A RESPONSABILITA' LIMITATA,IT15298151000,15298151000,RM1581009,15298151000,"VIA FLAMINIA, 56",Roma,00196,Lazio,VIA FLAMINIA 56,Roma,00196,LAZIO,642000,27/05/2019,,Attiva,S.R.L.
5092.,BORGOTORRI S.R.L.,IT04936180233,04936180233,VR0457640,04936180233,"VIA STRA', 69",Verona,37030,Veneto,,,,,681000,19/12/2022,,Attiva,S.R.L.
5093.,CAMFIN ALTERNATIVE ASSETS S.R.L.,IT11235500961,11235500961,MI2588958,11235500961,"VIA LARGA, 2",Milano,20122,Lombardia,VIA LARGA 2,Milano,20122,LOMBARDIA,701000,02/04/2020,,Attiva,S.R.L.
5094.,CHILEMI S.R.L.,IT02709990390,02709990390,RA0225230,02709990390,"PLE GIOSUE' CARDUCCI, 20",Ravenna,48022,Emilia-Romagna,,,,,412000,03/03/2022,,Attiva,S.R.L.
5095.,SAVOGNO INVESTMENTS S.R.L.,IT06937130489,06937130489,FI0667436,06937130489,"VLE DEL RISORGIMENTO, 18",Firenze,50025,Toscana,VIALE DEL RISORGIMENTO 18,Firenze,50025,TOSCANA,411000,03/06/2019,,Attiva,S.R.L.
5096.,GENESI HOLDING SRL,IT11788840962,11788840962,MI2625079,11788840962,"CSO VENEZIA, 37",Milano,20121,Lombardia,CORSO VENEZIA 37,Milano,20121,LOMBARDIA,701000,18/05/2021,,Attiva,S.R.L.
5097.,VA.I S.P.A.,IT02540570468,02540570468,LU0233824,02540570468,"VIA MARIO PAOLINI, 22",Lucca,55049,Toscana,VIA SANT'ANDREA 186,Lucca,55049,TOSCANA,642000,25/06/2019,,Attiva,S.P.A.
5098.,DI CARLO HOLDING S.R.L.,IT10578630963,10578630963,MI2542937,10578630963,"CSO DI PORTA VITTORIA, 28",Milano,20122,Lombardia,ZONA INDUSTRIALE OVEST SNC,Chieti,66043,ABRUZZO,642000,18/12/2018,,Attiva,S.R.L.
5099.,FA.RO S.R.L.,IT02602440204,02602440204,MN0265648,02602440204,"VIA BALDASSARRE CASTIGLIONI, 3",Mantova,46100,Lombardia,,,,,642000,21/10/2019,,Attiva,S.R.L.
5100.,BYMYCAR ITALIA S.R.L.,IT12105270966,12105270966,MI2640527,12105270966,"VIA DEI MISSAGLIA, 89",Milano,20142,Lombardia,VIA DEI MISSAGLIA 89,Milano,20142,LOMBARDIA,642000,18/11/2021,,Attiva,S.R.L.
5101.,PIEMONTE INVESTIMENTI S.R.L.,IT03656110123,03656110123,VA0369146,03656110123,"VIA PIAVE, 2",Varese,21100,Lombardia,,,,,701000,18/05/2018,,Attiva,S.R.L.
5102.,HGI S.R.L.,IT01322420322,01322420322,TS0204219,01322420322,"VIA SANTA CATERINA DA SIENA, 7",Trieste,34122,Friuli-Venezia Giulia,VIA SANTA CATERINA DA SIENA 7,Trieste,34122,FRIULI-VENEZIA,642000,23/01/2019,,Attiva,S.R.L.
5103.,DRMAX INVESTIMENTI S.R.L.,IT03793881206,03793881206,BO0546759,03793881206," LAVORO, 47",Bologna,40033,Emilia-Romagna,VIA ISONZO 69,Bologna,40033,EMILIA-ROMAGNA,477310,20/05/2019,,Attiva,S.R.L.
5104.,HOLDING SANIFICAZIONE ITALIANA S.R.L.,IT11414060969,11414060969,MI2600710,11414060969,"VIA PORLEZZA, 8",Milano,20123,Lombardia,VIA PORLEZZA 8,Milano,20123,LOMBARDIA,741090,28/09/2020,,Attiva,S.R.L.
5105.,QUINTO GIRO INVESTIMENTI S.R.L.,IT12138260968,12138260968,GE0512092,12138260968,"VIA PONTEVECCHIO, 40",Genova,16042,Liguria,VIA PONTE VECCHIO 40 B,Genova,16042,LIGURIA,702209,15/12/2021,,Attiva,S.R.L.
5106.,ARE PROJECT 4 S.R.L.,IT12453050960,12453050960,MI2662622,12453050960,"VIA FILIPPO TURATI, 32",Milano,20121,Lombardia,,,,,681000,13/06/2022,,Attiva,S.R.L.
5107.,INCA FINANZIARIA S.R.L.,IT01852750932,01852750932,PN0350282,01852750932,"VIA ODERZO, 68",Pordenone,33080,Friuli-Venezia Giulia,,,,,642000,17/10/2018,,Attiva,S.R.L.
5108.,BOLLERINO S.R.L. - SOCIETA' AGRICOLA,IT04273040248,04273040248,VI0392349,04273040248,"VIA DELL'ARTIGIANATO, 100",Vicenza,36070,Veneto,VIA DELL'ARTIGIANATO 100,Vicenza,36070,VENETO,012100,13/03/2020,,Attiva,S.R.L.
5109.,ARE PROJECT 3 S.R.L.,IT11262830968,11262830968,MI2590560,11262830968,"VIA FILIPPO TURATI, 32",Milano,20121,Lombardia,,,,,681000,14/05/2020,,Attiva,S.R.L.
5110.,IMMOBILIARE MISSAGLIA S.R.L.,IT12333610967,12333610967,MI2654603,12333610967,"VIA LAZZARETTO, 19",Milano,20124,Lombardia,,,,,412000,24/03/2022,,Attiva,S.R.L.
5111.,COLOMBEROTTO HOLDING S.P.A.,IT05033280263,05033280263,TV0420362,05033280263,"VIA MONTE GRAPPA, 68/72",Treviso,31010,Veneto,VIA MONTE GRAPPA 68/72,Treviso,31010,VENETO,642000,25/07/2019,,Attiva,S.P.A.
5112.,MC NEON S.P.A.,IT12105880962,12105880962,MI2640534,12105880962,"VIA GIACOMO LEOPARDI, 7",Milano,20123,Lombardia,VIA GIACOMO LEOPARDI 7,Milano,20123,LOMBARDIA,701000,19/11/2021,,Attiva,S.P.A.
5113.,FI.NT SRL,IT11751510964,11751510964,MI2623342,11751510964,"VLE LUIGI MAJNO, 31",Milano,20122,Lombardia,VIALE LUIGI MAJNO 31,Milano,20122,LOMBARDIA,701000,30/04/2021,,Attiva,S.R.L.
5114.,SONCINA RENATO HOLDING SRL,IT04038940989,04038940989,BS0583576,04038940989,"VIA DELLA FERROVIA, 13",Brescia,25085,Lombardia,VIA DELLA FERROVIA 13,Brescia,25085,LOMBARDIA,642000,23/10/2018,,Attiva,S.R.L.
5115.,GOOD LUCKA S.R.L.,IT12430620968,12430620968,MI2660940,12430620968,"VIA GIOVANNI BATTISTA PERGOLESI, 22",Milano,20124,Lombardia,,,,,642000,24/05/2022,,Attiva,S.R.L.
5116.,SHINE INVESTIMENTI - SOCIETA' A RESPONSABILITA' LIMITATA,IT17180611000,17180611000,RM1701375,17180611000,"VLE GIULIO CESARE, 14",Roma,00192,Lazio,,,,,701000,18/05/2023,,Attiva,S.R.L.
5117.,SAVIO - VANDEWIELE S.R.L.,IT02727490027,02727490027,BI0301056,02727490027,"VIA CLEMENTE VERCELLONE, 11",Biella,13900,Piemonte,VIA CLEMENTE VERCELLONE 11,Biella,13900,PIEMONTE,642000,23/02/2021,,Attiva,S.R.L.
5118.,MMH INDUSTRIES S.R.L.,IT05334880282,05334880282,PD0460647,05334880282,"VLE SPAGNA, 31",Padova,35020,Veneto,VIALE SPAGNA 31/33,Padova,35020,VENETO,282500,22/12/2020,,Attiva,S.R.L.
5119.,SOGECO AMBIENTE ARO LE/2 SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA,IT02630910749,02630910749,BR0160137,02630910749,"STR PROV. PER CAROVIGNO, SN",Brindisi,72019,Puglia,STRADA PROV. PER CAROVIGNO SN,Brindisi,72019,PUGLIA,381100,21/07/2020,,Attiva,Società consortile a responsabilita' limitata
5120.,ARTEOLIO SOCIETA' AGRICOLA S.R.L. - SOCIETA' BENEFIT,IT01658980535,01658980535,GR0212311,01658980535,"VIA TRENTO, 59",Grosseto,58100,Toscana,,,,,012600,08/08/2019,,Attiva,S.R.L.
5121.,AURUM S.R.L.,IT12050590962,12050590962,MI2636913,12050590962,"VIA GIOVANNI PASCOLI, 4",Milano,20060,Lombardia,,,,,642000,13/10/2021,,Attiva,S.R.L.
5122.,FAB - SOCIETA' A RESPONSABILITA' LIMITATA,IT15947551006,15947551006,RM1625158,15947551006,"VIA NAIROBI, 40",Roma,00144,Lazio,VIA NAIROBI 40,Roma,00144,LAZIO,642000,11/12/2020,,Attiva,S.R.L.
5123.,TRANSPACK HOLDING S.R.L. SOCIETA' BENEFIT,IT05333340288,05333340288,PD0460542,05333340288,"VIA SAN MARCO, 11/26",Padova,35129,Veneto,VIA SAN MARCO 11/26,Padova,35129,VENETO,642000,15/12/2020,,Attiva,S.R.L.
5124.,ALEMYS S.R.L.,IT07115900487,07115900487,MI2749291,07115900487,"CSO GIACOMO MATTEOTTI, 1",Milano,20121,Lombardia,,,,,701000,23/07/2021,,Attiva,S.R.L.
5125.,SPACE GEMINI S.P.A.,IT12332710966,12332710966,MI2654525,12332710966,"VIA FILIPPO TURATI, 7",Milano,20121,Lombardia,VIA FILIPPO TURATI 7,Milano,20121,LOMBARDIA,701000,24/03/2022,,Attiva,S.P.A.
5126.,EXTASY SOCIETA' A RESPONSABILITA' LIMITATA,IT02698700990,02698700990,GE0505037,02698700990,"VIA SANT'ILARIO, 92",Genova,16167,Liguria,VIA MALTA 2/10,Genova,16121,LIGURIA,642000,28/09/2020,,Attiva,S.R.L.
5127.,SOCIETA' AGRICOLA PRINCIPESSA LEILA SRL,IT07140230488,07140230488,FI0682533,07140230488," STAZIONE, 2",Firenze,50123,Toscana,,,,,012100,19/11/2021,,Attiva,S.R.L.
5128.,MARCONI SVILUPPO S.R.L.,IT12366840960,12366840960,MI2656821,12366840960,"VIA TORINO, 2",Milano,20123,Lombardia,,,,,682001,13/04/2022,,Attiva,S.R.L.
5129.,NABUCCO S.R.L.,IT10872430961,10872430961,MI2563009,10872430961,"VIA MANFREDO CAMPERIO, 9",Milano,20123,Lombardia,VIA MANFREDO CAMPERIO 9,Milano,20123,LOMBARDIA,701000,18/06/2019,,Attiva,S.R.L.
5130.,88 INVESTIMENTI S.R.L.,IT04131020986,04131020986,BS0590817,04131020986,"VIA PROMO, 8/A",Brescia,25078,Lombardia,VIA PROMO 8/A,Brescia,25078,LOMBARDIA,681000,24/09/2019,,Attiva,S.R.L.
5131.,P3 CAPITAL SRL,IT05027350262,05027350262,TV0419819,05027350262,"VIA I MAGGIO, 4",Treviso,31011,Veneto,VIA I MAGGIO 4,Treviso,31011,VENETO,642000,01/07/2019,,Attiva,S.R.L.
5132.,UNITIRRENO SUBMARINE NETWORK SOCIETA'PER AZIONI UNIPERSONALE,IT16958141000,16958141000,RM1687179,16958141000,"VLE ALEXANDRE GUSTAVE EIFFEL, 100",Roma,00148,Lazio,VIALE ALEXANDRE GUSTAVE EIFFEL 100,Roma,00148,LAZIO,619091,19/12/2022,,Attiva,S.P.A.
5133.,FUTURE LIVING S.R.L.,IT10712050961,10712050961,MI2551629,10712050961,"PZA VETRA, 17",Milano,20123,Lombardia,,,,,412000,01/03/2019,,Attiva,S.R.L.
5134.,ITA INNOVATION S.R.L.,IT02159210679,02159210679,TE0210673,02159210679,PLE CATINI,Teramo,64049,Abruzzo,,,,,721909,23/10/2023,,Attiva,S.R.L.
5135.,CDS WATERFRONT GENOVA SRL,IT04190460982,04190460982,GE0505766,04190460982,"VIA ASSAROTTI, 13",Genova,16122,Liguria,VIA DELL'INDUSTRIA 36,Brescia,25030,LOMBARDIA,412000,27/05/2020,,Attiva,S.R.L.
5136.,SCHEMA C S.P.A.,IT10880840961,10880840961,NO0318102,10880840961,"VIA GIOVANNI DA VERRAZZANO, 15",Novara,28100,Piemonte,,,,,642000,24/06/2019,,Attiva,S.P.A.
5137.,OM&K SRL,IT04284770981,04284770981,BS0602798,04284770981,"VIA LEONARDO DA VINCI, 20",Brescia,25128,Lombardia,VIA LEONARDO DA VINCI 20,Brescia,25122,LOMBARDIA,701000,17/05/2021,,Attiva,S.R.L.
5138.,REAL STONE S.R.L.,IT03793420369,03793420369,MO0418144,03793420369,"VIA GIOVAN BATTISTA AMICI, 61-63",Modena,41124,Emilia-Romagna,,,,,681000,14/02/2018,,Attiva,S.R.L.
5139.,SBBS S.R.L.,IT02636420065,02636420065,AL0272231,02636420065," MECCANICA, 23",Alessandria,15121,Piemonte,,,,,682001,16/06/2020,,Attiva,S.R.L.
5140.,ITALIAN RENEWABLE RESOURCES S.P.A. O IN BREVE IRR S.P.A.,IT10788930963,10788930963,MI2557605,10788930963,"VIA FILIPPO TURATI, 6",Milano,20121,Lombardia,VIA FILIPPO TURATI 6,Milano,20121,LOMBARDIA,701000,16/04/2019,,Attiva,S.P.A.
5141.,SUNSEA S.R.L.,IT16278961004,16278961004,RM1646316,16278961004,"VIA BASSANO DEL GRAPPA, 24",Roma,00195,Lazio,,,,,642000,22/07/2021,,Attiva,S.R.L.
5142.,EVOLUZIONE 2 S.R.L.,IT05272170266,05272170266,TV0432183,05272170266,"PZA DEL DUOMO, 19",Treviso,31100,Veneto,PIAZZA DEL DUOMO 19,Treviso,31100,VENETO,642000,23/09/2021,,Attiva,S.R.L.
5143.,NEARES S.R.L.,IT04845360231,04845360231,VR0450552,04845360231,"VLO GHIAIA, 7",Verona,37122,Veneto,VICOLO GHIAIA 7,Verona,37122,VENETO,701000,20/09/2021,,Attiva,S.R.L.
5144.,FG LIFE S.R.L.,IT15762371001,15762371001,RM1612295,15762371001,"PLE FLAMINIO, 9",Roma,00196,Lazio,PIAZZALE FLAMINIO 9,Roma,00196,LAZIO,701000,26/06/2020,,Attiva,S.R.L.
5145.,HAIKI+ S.P.A.,IT11778100963,11778100963,MI2624091,11778100963,"VIA GIOVANNI BENSI, 12/5",Milano,20152,Lombardia,VIA GIOVANNI BENSI 12/5,Milano,20152,LOMBARDIA,749000,07/05/2021,,Attiva,S.P.A.
5146.,OMNIA S.R.L.,IT05122220758,05122220758,LE0343607,05122220758,"VIA TANZA, 32",Lecce,73013,Puglia,VIA TANZA 32,Lecce,73013,PUGLIA,471120,22/12/2020,,Attiva,S.R.L.
5147.,EGEMONA HOLDING S.R.L.,IT03908261203,03908261203,BO0555369,03908261203,"VIA PIO LA TORRE, 10",Bologna,40013,Emilia-Romagna,VIA PIO LA TORRE 10,Bologna,40013,EMILIA-ROMAGNA,701000,21/12/2020,,Attiva,S.R.L.
5148.,COSFINI 2 S.R.L.,IT05297330267,05297330267,TV0434066,05297330267,"PZA TIZIANO VECELLIO, 1",Treviso,31029,Veneto,,,,,642000,18/01/2022,,Attiva,S.R.L.
5149.,EVI-ETHIC VALUE INTERNATIONAL S.R.L.,IT04613360272,04613360272,VE0433217,04613360272,"VIA ALTA, 10",Venezia,30020,Veneto,VIA ALTA 10,Venezia,30020,VENETO,642000,30/06/2020,,Attiva,S.R.L.
5150.,EFFORT S.R.L.,IT15866681008,15866681008,RM1619284,15866681008,"PZA DI SANT'ANDREA DELLA VALLE, 6",Roma,00186,Lazio,PIAZZA DI SANT'ANDREA DELLA VALLE 6,Roma,00186,LAZIO,701000,30/09/2020,,Attiva,S.R.L.
5151.,TENUTA SUVERETO S.R.L.,IT01657170534,01657170534,GR0211891,01657170534,"VIA TRIESTE, 1",Grosseto,58100,Toscana,VIA TRIESTE 1,Grosseto,58100,TOSCANA,412000,24/06/2019,,Attiva,S.R.L.
5152.,LE TORRI DEL PARCO S.R.L.,IT03778691208,03778691208,BO0545567,03778691208,"VIA GUIDO GUINIZZELLI, 10",Bologna,40125,Emilia-Romagna,,,,,412000,18/03/2019,,Attiva,S.R.L.
5153.,SO.FIRIS SOCIETA' A RESPONSABILITA' LIMITATA,IT08300030726,08300030726,BA0618210,08300030726,"VIA GUGLIELMO MARCONI, 32",Bari,70021,Puglia,VIA GUGLIELMO MARCONI 32,Bari,70021,PUGLIA,642000,24/04/2019,,Attiva,S.R.L.
5154.,COSFINI 3 S.R.L.,IT05298110262,05298110262,TV0434067,05298110262,"PZA TIZIANO VECELLIO, 1",Treviso,31029,Veneto,,,,,642000,18/01/2022,,Attiva,S.R.L.
5155.,COSFINI 1 S.R.L.,IT05297340266,05297340266,TV0434064,05297340266,"PZA TIZIANO VECELLIO, 1",Treviso,31029,Veneto,,,,,682001,18/01/2022,,Attiva,S.R.L.
5156.,AMBROSIANA S.R.L.,IT02416480974,02416480974,MI2530090,02416480974,"VIA BIGLI, 15/A",Milano,20121,Lombardia,,,,,681000,14/03/2018,,Attiva,S.R.L.
5157.,INTERXION REAL ESTATE XXIV S.R.L.,IT11028400965,11028400965,MI2574167,11028400965,"VIA FRIGIA, 19",Milano,20126,Lombardia,,,,,682001,29/10/2019,,Attiva,S.R.L.
5158.,VET FRIENDLY GROUP S.R.L.,IT15712701000,15712701000,RM1608929,15712701000,"VIA DI VERMICINO, 96",Roma,00133,Lazio,VIA DI VERMICINO 96,Roma,00133,LAZIO,642000,15/05/2020,,Attiva,S.R.L.
5159.,INFRASTRUCTURE ITALIA LAND 3 S.R.L.,IT12381340962,12381340962,MI2657704,12381340962,"VIA DEL BOSCO RINNOVATO, 6",Milano,20057,Lombardia,,,,,631130,22/04/2022,,Attiva,S.R.L.
5160.,OBEREGGER IMMOBILIEN SRL,IT03076930217,03076930217,BZ0230155,03076930217,"VIA MERCATO VECCHIO, 6",Bolzano/Bozen,39042,Trentino-Alto Adige/Südtirol,,,,,412000,06/04/2020,,Attiva,S.R.L.
5161.,CORNARO HOLDING SRL,IT04970960268,04970960268,TV0414829,04970960268,"VLE ENRICO FERMI, 1",Treviso,31011,Veneto,VIALE ENRICO FERMI 1,Treviso,31011,VENETO,701000,11/10/2018,,Attiva,S.R.L.
5162.,HINNOVA S.R.L.,IT16736491008,16736491008,RM1672838,16736491008,"PZA ADRIANA, 11",Roma,00193,Lazio,PIAZZA ADRIANA 11,Roma,00193,LAZIO,701000,19/04/2022,,Attiva,S.R.L.
5163.,SEVEN S.R.L.,IT05200420288,05200420288,PD0450747,05200420288,"VIA NICCOLO' TOMMASEO, 69/D",Padova,35131,Veneto,,,,,642000,19/02/2019,,Attiva,S.R.L.
5164.,MBM HOLDING SRL,IT05131380262,05131380262,TV0427439,05131380262,"VIA PIAVE, 70",Treviso,31028,Veneto,VIA PIAVE 70,Treviso,31028,VENETO,701000,21/12/2020,,Attiva,S.R.L.
5165.,AXIS CONSORTIUM S.CONS. A R.L.,IT13087270966,13087270966,MI2702636,13087270966,"STR 6 PALAZZO A11, SNC",Milano,20057,Lombardia,,,,,432201,03/08/2023,,Attiva,Società consortile a responsabilita' limitata
5166.,TOM21 S.R.L.,IT11810230968,11810230968,MB2626112,11810230968,"VIA ALESSANDRO MANZONI, 35",Monza e della Brianza,20855,Lombardia,VIA ALESSANDRO MANZONI 35,Monza e della Brianza,20855,LOMBARDIA,642000,28/05/2021,,Attiva,S.R.L.
5167.,PROGETTO LIBERTA' S.R.L,IT07081940483,07081940483,FI0678098,07081940483,"VLE DEL RISORGIMENTO, 18",Firenze,50025,Toscana,,,,,681000,08/03/2021,,Attiva,S.R.L.
5168.,FONTANA S.R.L.,IT10913700968,10913700968,MI2565757,10913700968,"VIA FATEBENEFRATELLI, 4",Milano,20121,Lombardia,,,,,412000,17/07/2019,,Attiva,S.R.L.
5169.,BOLDYN NETWORKS ITALIA S.P.A.,IT12197180966,12197180966,RM1683561,12197180966,"VIA MAGENTA, 5",Roma,00185,Lazio,VIA DEL PLEBISCITO 107,Roma,00186,LAZIO,422200,18/01/2022,,Attiva,S.P.A.
5170.,FIN. MAR. HOLDING S.P.A.,IT16197451004,16197451004,RM1641576,16197451004,"PLE DON L. STURZO, 31",Roma,00144,Lazio,VIA SEBINO 32,Roma,00199,LAZIO,642000,20/05/2021,,Attiva,S.P.A.
5171.,GREEN MARS S.R.L.,IT16156541001,16156541001,RM1638402,16156541001,"VLE ANTONIO CIAMARRA, 222",Roma,00173,Lazio,VIALE ANTONIO CIAMARRA 222,Roma,00173,LAZIO,642000,28/04/2021,,Attiva,S.R.L.
5172.,ECOARCHIMEDE S.R.L.,IT15741631004,15741631004,RM1610834,15741631004,"VIA LIMA, 51/53",Roma,00198,Lazio,,,,,412000,11/06/2020,,Attiva,S.R.L.
5173.,NIFIN PARTECIPAZIONI S.R.L.,IT12136490963,12136490963,MI2643200,12136490963,"VIA MANFREDO CAMPERIO, 9",Milano,20123,Lombardia,VIA MANFREDO CAMPERIO 9,Milano,20123,LOMBARDIA,642000,15/12/2021,,Attiva,S.R.L.
5174.,BUONOLOPERA S.R.L.,IT11934330017,11934330017,TO1251884,11934330017,"VIA GIUSEPPE GALLIANO, 27",Torino,10129,Piemonte,VIA GIUSEPPE GALLIANO 27,Torino,10129,PIEMONTE,642000,13/06/2018,,Attiva,S.R.L.
5175.,PAOLETTI AMBIENTE SRL,IT16355291002,16355291002,RM1651209,16355291002,"VIA DELLA CORONA BOREALE, 115",Roma,00054,Lazio,VIA DELLA CORONA BOREALE 115,Roma,00054,LAZIO,642000,07/10/2021,,Attiva,S.R.L.
5176.,ADI 1 S.R.L.,IT10224360965,10224360965,BO0578686,10224360965,"VIA LUIGI CARLO FARINI, 6",Bologna,40124,Emilia-Romagna,,,,,642000,08/02/2018,,Attiva,S.R.L.
5177.,NAEL S.R.L.,IT04185710987,04185710987,BS0595224,04185710987,"VIA DON MILANI, 64",Brescia,25020,Lombardia,VIA VITTORIO EMANUELE II 44,Brescia,25020,LOMBARDIA,107110,30/04/2020,,Attiva,S.R.L.
5178.,PMAX INVESTMENTS S.R.L.,IT04611990278,04611990278,VE0433061,04611990278,VIA D'ACQUISTO SALVO VICE BRIGADIER,Venezia,30033,Veneto,VIA VICE BRIGADIERE SALVO D'ACQUISTO 2,Venezia,30033,VENETO,642000,23/06/2020,,Attiva,S.R.L.
5179.,TEL AVIV INVESTIMENTI SRL,IT12404230968,12404230968,MI2659187,12404230968,"VIA SENOFONTE, 4",Milano,20145,Lombardia,,,,,682001,06/05/2022,,Attiva,S.R.L.
5180.,CARRYLLON INVEST SRL,IT10706600961,10706600961,MI2551404,10706600961,"PZA TRE TORRI, 2",Milano,20145,Lombardia,PIAZZA TRE TORRI 2,Milano,20145,LOMBARDIA,649960,22/02/2019,,Attiva,S.R.L.
5181.,BARON PUGLIA SOCIETA' A RESPONSABILITA' LIMITATA,IT08350810720,08350810720,BA0621577,08350810720,"CSO VITTORIO EMANUELE II, 60",Bari,70122,Puglia,CORSO VITTORIO EMANUELE II 60,Bari,70122,PUGLIA,681000,30/09/2019,,Attiva,S.R.L.
5182.,CUCINA ITALIA HOLDING - SOCIETA' A RESPONSABILITA' LIMITATA,IT15381631009,15381631009,RM1586724,15381631009,"VIA RANUCCIO BIANCHI BANDINELLI, 13",Roma,00178,Lazio,VIA RANUCCIO BIANCHI BANDINELLI 130,Roma,00178,LAZIO,642000,30/07/2019,,Attiva,S.R.L.
5183.,GLP CAMERI S.R.L.,IT12145190968,12145190968,MI2643867,12145190968,"VIA BROLETTO, 16",Milano,20121,Lombardia,,,,,522922,22/12/2021,,Attiva,S.R.L.
5184.,VENTIDUE SRL,IT04887340232,04887340232,VR0453689,04887340232,"VIA ADRIANO GARBINI, 15",Verona,37135,Veneto,VIA ADRIANO GARBINI 15,Verona,37135,VENETO,702209,14/03/2022,,Attiva,S.R.L.
5185.,ALRAI GP S.R.L.,IT04544990270,04544990270,VE0426104,04544990270,"SES SANTA CROCE, 466/B",Venezia,30135,Veneto,SESTIERE SANTA CROCE 466/B,Venezia,30135,VENETO,702209,03/04/2019,,Attiva,S.R.L.
5186.,EQUINIX HYPERSCALE 2 (ML7) S.R.L.,IT11382100961,11382100961,MI2598553,11382100961,"VIA SAVONA, 125",Milano,20144,Lombardia,VIA SAVONA 125,Milano,20144,LOMBARDIA,620200,03/09/2020,,Attiva,S.R.L.
5187.,MOSCOVA 64 S.R.L.,IT11029530968,11029530968,MI2574047,11029530968,"VIA DI PORTA TENAGLIA, 5",Milano,20121,Lombardia,VIA DI PORTA TENAGLIA 5,Milano,20121,LOMBARDIA,412000,30/10/2019,,Attiva,S.R.L.
5188.,BIO GOTTOLENGO SOLARO SOCIETA' AGRICOLA SRL,IT03086360215,03086360215,BZ0230950,03086360215,"CSO ITALIA, 27",Bolzano/Bozen,39100,Trentino-Alto Adige/Südtirol,CORSO ITALIA 27,Bolzano/Bozen,39100,TRENTINO-ALTO,011110,16/07/2020,,Attiva,S.R.L.
